Code,Country,Year,Sex,Litres
AFG,Afghanistan,2019,F,0.004
BGD,Bangladesh,2019,F,0.001
KWT,Kuwait,2019,A,0
KWT,Kuwait,2019,F,0
KWT,Kuwait,2019,M,0
LBY,Libya,2019,F,0.002
MRT,Mauritania,2019,A,0
MRT,Mauritania,2019,F,0
MRT,Mauritania,2019,M,0
SAU,Saudi Arabia,2019,A,0
SAU,Saudi Arabia,2019,F,0
SAU,Saudi Arabia,2019,M,0
SOM,Somalia,2019,A,0
SOM,Somalia,2019,F,0
SOM,Somalia,2019,M,0
SDN,Sudan,2019,F,0.001
AFG,Afghanistan,2019,A,0.016
BGD,Bangladesh,2019,A,0.005
BGD,Bangladesh,2019,M,0.009
EGY,Egypt,2019,F,0.035
IDN,Indonesia,2019,F,0.027
LBY,Libya,2019,A,0.008
NER,Niger,2019,F,0.034
PAK,Pakistan,2019,F,0.028
SDN,Sudan,2019,A,0.005
SDN,Sudan,2019,M,0.009
YEM,Yemen,2019,F,0.006
SYR,Syrian Arab Republic,2019,F,0.044
YEM,Yemen,2019,A,0.028
AFG,Afghanistan,2019,M,0.029
LBY,Libya,2019,M,0.015
YEM,Yemen,2019,M,0.049
BTN,Bhutan,2019,F,0.063
COM,Comoros,2019,F,0.057
IRQ,Iraq,2019,F,0.061
JOR,Jordan,2019,F,0.072
SLE,Sierra Leone,2019,F,0.066
DZA,Algeria,2019,F,0.14
DJI,Djibouti,2019,F,0.098
GIN,Guinea,2019,F,0.13
MAR,Morocco,2019,F,0.11
SEN,Senegal,2019,F,0.11
IRN,Iran (Islamic Republic of),2019,F,0.15
TLS,Timor-Leste,2019,F,0.15
TON,Tonga,2019,F,0.13
IDN,Indonesia,2019,A,0.11
NER,Niger,2019,A,0.13
PAK,Pakistan,2019,A,0.1
BRN,Brunei Darussalam,2019,F,0.14
EGY,Egypt,2019,A,0.15
OMN,Oman,2019,F,0.17
MYS,Malaysia,2019,F,0.21
TJK,Tajikistan,2019,F,0.24
SYR,Syrian Arab Republic,2019,A,0.2
BTN,Bhutan,2019,A,0.2
IDN,Indonesia,2019,M,0.19
IRQ,Iraq,2019,A,0.24
PAK,Pakistan,2019,M,0.18
NER,Niger,2019,M,0.23
MDV,Maldives,2019,F,0.27
KIR,Kiribati,2019,F,0.26
COM,Comoros,2019,A,0.25
SLE,Sierra Leone,2019,A,0.26
JOR,Jordan,2019,A,0.31
EGY,Egypt,2019,M,0.26
BTN,Bhutan,2019,M,0.32
QAT,Qatar,2019,F,0.26
BHR,Bahrain,2019,F,0.34
GMB,Gambia,2019,F,0.34
TLS,Timor-Leste,2019,A,0.4
DJI,Djibouti,2019,A,0.4
SEN,Senegal,2019,A,0.41
TON,Tonga,2019,A,0.38
SYR,Syrian Arab Republic,2019,M,0.36
IRQ,Iraq,2019,M,0.43
BRN,Brunei Darussalam,2019,A,0.41
ERI,Eritrea,2019,F,0.37
MDG,Madagascar,2019,F,0.35
LBN,Lebanon,2019,F,0.4
TUR,TÃ¼rkiye,2019,F,0.44
TUV,Tuvalu,2019,F,0.4
ARE,United Arab Emirates,2019,F,0.41
GIN,Guinea,2019,A,0.47
MAR,Morocco,2019,A,0.49
COM,Comoros,2019,M,0.45
SLE,Sierra Leone,2019,M,0.47
JOR,Jordan,2019,M,0.52
NPL,Nepal,2019,F,0.48
TUN,Tunisia,2019,F,0.49
AZE,Azerbaijan,2019,F,0.54
TGO,Togo,2019,F,0.52
DZA,Algeria,2019,A,0.61
TLS,Timor-Leste,2019,M,0.65
TON,Tonga,2019,M,0.64
PNG,Papua New Guinea,2019,F,0.57
SLB,Solomon Islands,2019,F,0.55
GTM,Guatemala,2019,F,0.63
IRN,Iran (Islamic Republic of),2019,A,0.7
DJI,Djibouti,2019,M,0.72
SEN,Senegal,2019,M,0.73
BRN,Brunei Darussalam,2019,M,0.66
VUT,Vanuatu,2019,F,0.65
MOZ,Mozambique,2019,F,0.68
RWA,Rwanda,2019,F,0.69
FSM,Micronesia (Federated States of),2019,F,0.72
UZB,Uzbekistan,2019,F,0.71
MYS,Malaysia,2019,A,0.76
GIN,Guinea,2019,M,0.83
KIR,Kiribati,2019,A,0.76
MMR,Myanmar,2019,F,0.77
CAF,Central African Republic,2019,F,0.79
WSM,Samoa,2019,F,0.81
SGP,Singapore,2019,F,0.8
TKM,Turkmenistan,2019,F,0.84
MAR,Morocco,2019,M,0.86
TJK,Tajikistan,2019,A,0.87
OMN,Oman,2019,A,0.88
COD,Democratic Republic of the Congo,2019,F,0.86
MDG,Madagascar,2019,A,1.02
CIV,Cote d'Ivoire,2019,F,0.95
ETH,Ethiopia,2019,F,1.04
KEN,Kenya,2019,F,1
NRU,Nauru,2019,F,1.04
LKA,Sri Lanka,2019,F,1.02
DZA,Algeria,2019,M,1.07
GMB,Gambia,2019,A,1.11
QAT,Qatar,2019,A,1.15
IRN,Iran (Islamic Republic of),2019,M,1.25
OMN,Oman,2019,M,1.21
ERI,Eritrea,2019,A,1.23
TUV,Tuvalu,2019,A,1.25
TCD,Chad,2019,F,1.2
FJI,Fiji,2019,F,1.16
MWI,Malawi,2019,F,1.16
VEN,Venezuela (Bolivarian Republic of),2019,F,1.16
HND,Honduras,2019,F,1.22
ZWE,Zimbabwe,2019,F,1.25
MLI,Mali,2019,F,1.22
MYS,Malaysia,2019,M,1.29
KIR,Kiribati,2019,M,1.31
ISR,Israel,2019,F,1.28
CRI,Costa Rica,2019,F,1.3
SLV,El Salvador,2019,F,1.32
MDV,Maldives,2019,A,1.43
NPL,Nepal,2019,A,1.36
QAT,Qatar,2019,M,1.4
TGO,Togo,2019,A,1.42
HTI,Haiti,2019,F,1.4
NGA,Nigeria,2019,F,1.37
JAM,Jamaica,2019,F,1.44
GNB,Guinea-Bissau,2019,F,1.4
KAZ,Kazakhstan,2019,F,1.43
LSO,Lesotho,2019,F,1.43
LBR,Liberia,2019,F,1.43
TJK,Tajikistan,2019,M,1.5
LBN,Lebanon,2019,A,1.48
ECU,Ecuador,2019,F,1.49
ZMB,Zambia,2019,F,1.48
BDI,Burundi,2019,F,1.54
KGZ,Kyrgyzstan,2019,F,1.47
BHR,Bahrain,2019,A,1.58
GTM,Guatemala,2019,A,1.63
SLB,Solomon Islands,2019,A,1.62
IND,India,2019,F,1.56
NIC,Nicaragua,2019,F,1.64
MKD,North Macedonia,2019,F,1.63
MDG,Madagascar,2019,M,1.69
PNG,Papua New Guinea,2019,A,1.7
PRK,Democratic People's Republic of Korea,2019,F,1.73
TUR,TÃ¼rkiye,2019,A,1.82
GHA,Ghana,2019,F,1.75
BHS,Bahamas,2019,F,1.87
VUT,Vanuatu,2019,A,1.87
GMB,Gambia,2019,M,1.91
RWA,Rwanda,2019,A,1.88
SGP,Singapore,2019,A,1.87
BOL,Bolivia (Plurinational State of),2019,F,1.9
ALB,Albania,2019,F,1.88
COL,Colombia,2019,F,1.91
CPV,Cabo Verde,2019,M,10.01
CMR,Cameroon,2019,A,10.1
COG,Congo,2019,M,10.13
AUS,Australia,2019,A,10.09
KNA,Saint Kitts and Nevis,2019,M,10.28
NAM,Namibia,2019,M,10.27
BEL,Belgium,2019,A,10.28
MNE,Montenegro,2019,A,10.34
TZA,United Republic of Tanzania,2019,A,10.36
RUS,Russian Federation,2019,A,10.42
GNQ,Equatorial Guinea,2019,M,10.42
CHE,Switzerland,2019,A,10.4
PRT,Portugal,2019,A,10.45
NOR,Norway,2019,M,10.49
CHL,Chile,2019,M,10.51
SVK,Slovakia,2019,A,10.48
COK,Cook Islands,2019,A,10.56
PAN,Panama,2019,M,10.6
HUN,Hungary,2019,A,10.6
DOM,Dominican Republic,2019,M,10.7
BIH,Bosnia and Herzegovina,2019,M,10.75
JPN,Japan,2019,M,10.74
SUR,Suriname,2019,M,10.77
GBR,United Kingdom of Great Britain and Northern Ireland,2019,A,10.82
BLR,Belarus,2019,A,10.9
ESP,Spain,2019,A,10.91
SVN,Slovenia,2019,A,10.98
AND,Andorra,2019,A,11.05
VCT,Saint Vincent and the Grenadines,2019,M,11.26
EST,Estonia,2019,A,11.26
GRC,Greece,2019,M,11.34
FRA,France,2019,A,11.3
MDA,Republic of Moldova,2019,A,11.36
GAB,Gabon,2019,M,11.46
LAO,Lao People's Democratic Republic,2019,A,11.52
LUX,Luxembourg,2019,A,11.53
PER,Peru,2019,M,11.58
POL,Poland,2019,A,11.63
IRL,Ireland,2019,A,11.7
LTU,Lithuania,2019,A,11.79
BGR,Bulgaria,2019,A,11.92
SYC,Seychelles,2019,A,11.99
AUT,Austria,2019,A,11.97
UGA,Uganda,2019,A,12.21
DEU,Germany,2019,A,12.22
BRA,Brazil,2019,M,12.32
ISL,Iceland,2019,M,12.28
MUS,Mauritius,2019,M,12.45
ARG,Argentina,2019,M,12.56
ITA,Italy,2019,M,12.72
CYP,Cyprus,2019,M,12.7
MNG,Mongolia,2019,M,12.71
GRD,Grenada,2019,M,12.84
KOR,Republic of Korea,2019,M,12.79
SRB,Serbia,2019,M,12.94
MLT,Malta,2019,M,13.03
THA,Thailand,2019,M,13.01
LVA,Latvia,2019,A,13.09
CZE,Czechia,2019,A,13.29
BEN,Benin,2019,M,13.52
SWZ,Eswatini,2019,M,13.66
HRV,Croatia,2019,M,13.79
KHM,Cambodia,2019,M,13.8
BWA,Botswana,2019,M,13.82
ATG,Antigua and Barbuda,2019,M,14.02
GEO,Georgia,2019,A,14.33
FIN,Finland,2019,M,14.38
SWE,Sweden,2019,M,14.42
NLD,Netherlands (Kingdom of the),2019,M,14.51
DNK,Denmark,2019,M,14.64
UKR,Ukraine,2019,M,14.57
USA,United States of America,2019,M,15.03
LCA,Saint Lucia,2019,M,15.15
ZAF,South Africa,2019,M,15.2
VNM,Viet Nam,2019,M,15.26
NZL,New Zealand,2019,M,15.36
CAN,Canada,2019,M,15.59
AUS,Australia,2019,M,15.62
BRB,Barbados,2019,M,15.67
NIU,Niue,2019,M,15.97
BEL,Belgium,2019,M,16.16
CHE,Switzerland,2019,M,16.19
CMR,Cameroon,2019,M,16.18
BFA,Burkina Faso,2019,M,16.59
SVK,Slovakia,2019,M,16.74
PRT,Portugal,2019,M,16.89
MNE,Montenegro,2019,M,16.86
AND,Andorra,2019,M,16.94
GBR,United Kingdom of Great Britain and Northern Ireland,2019,M,16.95
ROU,Romania,2019,A,16.99
HUN,Hungary,2019,M,17.22
ESP,Spain,2019,M,17.26
SVN,Slovenia,2019,M,17.33
TZA,United Republic of Tanzania,2019,M,17.55
LUX,Luxembourg,2019,M,17.6
COK,Cook Islands,2019,M,17.88
RUS,Russian Federation,2019,M,17.95
FRA,France,2019,M,18.04
LAO,Lao People's Democratic Republic,2019,M,18.15
IRL,Ireland,2019,M,18.06
BLR,Belarus,2019,M,18.19
EST,Estonia,2019,M,18.4
SYC,Seychelles,2019,M,18.41
MDA,Republic of Moldova,2019,M,18.49
POL,Poland,2019,M,18.67
AUT,Austria,2019,M,18.81
DEU,Germany,2019,M,19.22
LTU,Lithuania,2019,M,19.34
BGR,Bulgaria,2019,M,19.51
UGA,Uganda,2019,M,19.93
AZE,Azerbaijan,2019,A,1.97
TUN,Tunisia,2019,A,2.01
CAF,Central African Republic,2019,A,1.99
MOZ,Mozambique,2019,A,2.03
NAM,Namibia,2019,F,2
ERI,Eritrea,2019,M,2.15
TUV,Tuvalu,2019,M,2.06
COD,Democratic Republic of the Congo,2019,A,2.12
FSM,Micronesia (Federated States of),2019,A,2.12
MMR,Myanmar,2019,A,2.12
STP,Sao Tome and Principe,2019,F,2.09
MDV,Maldives,2019,M,2.22
BHR,Bahrain,2019,M,2.23
ARM,Armenia,2019,F,2.15
GUY,Guyana,2019,F,2.19
BIH,Bosnia and Herzegovina,2019,F,2.23
TGO,Togo,2019,M,2.31
MEX,Mexico,2019,F,2.3
CHN,China,2019,F,2.28
CUB,Cuba,2019,F,2.34
NPL,Nepal,2019,M,2.4
WSM,Samoa,2019,A,2.39
ARE,United Arab Emirates,2019,A,2.37
BLZ,Belize,2019,F,2.38
PRY,Paraguay,2019,F,2.37
DMA,Dominica,2019,F,2.44
TTO,Trinidad and Tobago,2019,F,2.42
PHL,Philippines,2019,F,2.4
URY,Uruguay,2019,F,2.49
LBN,Lebanon,2019,M,2.65
UZB,Uzbekistan,2019,A,2.6
CPV,Cabo Verde,2019,F,2.63
SUR,Suriname,2019,F,2.57
PAN,Panama,2019,F,2.65
SLB,Solomon Islands,2019,M,2.65
PNG,Papua New Guinea,2019,M,2.75
GTM,Guatemala,2019,M,2.67
KNA,Saint Kitts and Nevis,2019,F,2.66
AGO,Angola,2019,F,2.71
COG,Congo,2019,F,2.72
SWZ,Eswatini,2019,F,2.73
MUS,Mauritius,2019,F,2.75
CIV,Cote d'Ivoire,2019,A,2.8
LKA,Sri Lanka,2019,A,2.83
DOM,Dominican Republic,2019,F,2.82
GNQ,Equatorial Guinea,2019,F,2.79
VCT,Saint Vincent and the Grenadines,2019,F,2.84
BWA,Botswana,2019,F,2.81
SGP,Singapore,2019,M,2.85
KEN,Kenya,2019,A,2.87
TKM,Turkmenistan,2019,A,2.93
NRU,Nauru,2019,A,2.94
GAB,Gabon,2019,F,2.94
JPN,Japan,2019,F,2.89
ZAF,South Africa,2019,F,2.93
CZE,Czechia,2019,M,21.09
LVA,Latvia,2019,M,21.73
GEO,Georgia,2019,M,24.31
ROU,Romania,2019,M,27.3
ISR,Israel,2019,A,3.01
VEN,Venezuela (Bolivarian Republic of),2019,A,3.02
THA,Thailand,2019,F,3.04
VUT,Vanuatu,2019,M,3.12
ARE,United Arab Emirates,2019,M,3.08
GRC,Greece,2019,F,3.12
NOR,Norway,2019,F,3.09
CHL,Chile,2019,F,3.09
TUR,TÃ¼rkiye,2019,M,3.21
RWA,Rwanda,2019,M,3.18
CAF,Central African Republic,2019,M,3.2
MWI,Malawi,2019,A,3.24
HND,Honduras,2019,A,3.17
NIU,Niue,2019,F,3.16
SLV,El Salvador,2019,A,3.28
ECU,Ecuador,2019,A,3.26
BEN,Benin,2019,F,3.27
GRD,Grenada,2019,F,3.31
BRA,Brazil,2019,F,3.27
BFA,Burkina Faso,2019,F,3.31
COD,Democratic Republic of the Congo,2019,M,3.41
ETH,Ethiopia,2019,A,3.36
FJI,Fiji,2019,A,3.45
KHM,Cambodia,2019,F,3.43
MNG,Mongolia,2019,F,3.35
SRB,Serbia,2019,F,3.35
CYP,Cyprus,2019,F,3.43
AZE,Azerbaijan,2019,M,3.51
FSM,Micronesia (Federated States of),2019,M,3.53
MOZ,Mozambique,2019,M,3.48
MMR,Myanmar,2019,M,3.5
HTI,Haiti,2019,A,3.45
CRI,Costa Rica,2019,A,3.45
PER,Peru,2019,F,3.46
ITA,Italy,2019,F,3.54
TUN,Tunisia,2019,M,3.61
ZWE,Zimbabwe,2019,A,3.63
JAM,Jamaica,2019,A,3.6
LBR,Liberia,2019,A,3.64
ATG,Antigua and Barbuda,2019,F,3.63
TZA,United Republic of Tanzania,2019,F,3.59
KOR,Republic of Korea,2019,F,3.63
TCD,Chad,2019,A,3.73
HRV,Croatia,2019,F,3.68
ARG,Argentina,2019,F,3.71
ISL,Iceland,2019,F,3.7
VNM,Viet Nam,2019,F,3.78
MLT,Malta,2019,F,3.79
UKR,Ukraine,2019,F,3.82
WSM,Samoa,2019,M,3.93
ZMB,Zambia,2019,A,3.85
LCA,Saint Lucia,2019,F,3.94
BRB,Barbados,2019,F,3.91
COK,Cook Islands,2019,F,4.02
BOL,Bolivia (Plurinational State of),2019,A,4.1
BDI,Burundi,2019,A,4.13
GNB,Guinea-Bissau,2019,A,4.14
CMR,Cameroon,2019,F,4.14
FIN,Finland,2019,F,4.14
NGA,Nigeria,2019,A,4.21
NIC,Nicaragua,2019,A,4.17
RUS,Russian Federation,2019,F,4.17
SWE,Sweden,2019,F,4.18
NLD,Netherlands (Kingdom of the),2019,F,4.23
PRK,Democratic People's Republic of Korea,2019,A,4.29
MLI,Mali,2019,A,4.35
DNK,Denmark,2019,F,4.29
USA,United States of America,2019,F,4.29
CAN,Canada,2019,F,4.34
MNE,Montenegro,2019,F,4.31
BHS,Bahamas,2019,A,4.39
GHA,Ghana,2019,A,4.55
UZB,Uzbekistan,2019,M,4.54
LSO,Lesotho,2019,A,4.54
KAZ,Kazakhstan,2019,A,4.52
CIV,Cote d'Ivoire,2019,M,4.61
MKD,North Macedonia,2019,A,4.62
SVK,Slovakia,2019,F,4.61
HUN,Hungary,2019,F,4.68
SYC,Seychelles,2019,F,4.72
BEL,Belgium,2019,F,4.65
NZL,New Zealand,2019,F,4.66
SVN,Slovenia,2019,F,4.69
AUS,Australia,2019,F,4.74
KEN,Kenya,2019,M,4.78
ISR,Israel,2019,M,4.78
NRU,Nauru,2019,M,4.82
LKA,Sri Lanka,2019,M,4.83
LAO,Lao People's Democratic Republic,2019,F,4.85
CHE,Switzerland,2019,F,4.77
PRT,Portugal,2019,F,4.81
IND,India,2019,A,4.92
COL,Colombia,2019,A,4.92
UGA,Uganda,2019,F,4.88
BGR,Bulgaria,2019,F,4.91
BLR,Belarus,2019,F,4.89
GBR,United Kingdom of Great Britain and Northern Ireland,2019,F,4.94
ESP,Spain,2019,F,4.92
VEN,Venezuela (Bolivarian Republic of),2019,M,4.95
ARM,Armenia,2019,A,4.98
STP,Sao Tome and Principe,2019,A,5.01
KGZ,Kyrgyzstan,2019,A,4.95
AND,Andorra,2019,F,5
TKM,Turkmenistan,2019,M,5.12
ECU,Ecuador,2019,M,5.05
HND,Honduras,2019,M,5.1
ALB,Albania,2019,A,5.11
EST,Estonia,2019,F,5.11
MDA,Republic of Moldova,2019,F,5.09
FRA,France,2019,F,5.14
POL,Poland,2019,F,5.15
GUY,Guyana,2019,A,5.35
LUX,Luxembourg,2019,F,5.44
LTU,Lithuania,2019,F,5.39
MWI,Malawi,2019,M,5.52
URY,Uruguay,2019,A,5.45
AUT,Austria,2019,F,5.46
DEU,Germany,2019,F,5.49
SLV,El Salvador,2019,M,5.56
HTI,Haiti,2019,M,5.57
CRI,Costa Rica,2019,M,5.62
PRY,Paraguay,2019,A,5.6
IRL,Ireland,2019,F,5.58
ETH,Ethiopia,2019,M,5.71
FJI,Fiji,2019,M,5.74
MEX,Mexico,2019,A,5.72
BLZ,Belize,2019,A,5.71
CHN,China,2019,A,5.73
JAM,Jamaica,2019,M,5.83
CZE,Czechia,2019,F,5.84
LBR,Liberia,2019,M,5.94
NAM,Namibia,2019,A,5.93
GEO,Georgia,2019,F,5.86
CUB,Cuba,2019,A,6.01
LVA,Latvia,2019,F,5.99
DMA,Dominica,2019,A,6.1
TTO,Trinidad and Tobago,2019,A,6.06
PHL,Philippines,2019,A,6.18
AGO,Angola,2019,A,6.17
TCD,Chad,2019,M,6.3
KNA,Saint Kitts and Nevis,2019,A,6.34
BOL,Bolivia (Plurinational State of),2019,M,6.3
ZMB,Zambia,2019,M,6.34
CPV,Cabo Verde,2019,A,6.27
BIH,Bosnia and Herzegovina,2019,A,6.38
COG,Congo,2019,A,6.4
ZWE,Zimbabwe,2019,M,6.52
PAN,Panama,2019,A,6.6
SUR,Suriname,2019,A,6.63
JPN,Japan,2019,A,6.68
CHL,Chile,2019,A,6.75
BDI,Burundi,2019,M,6.81
NIC,Nicaragua,2019,M,6.84
DOM,Dominican Republic,2019,A,6.76
NOR,Norway,2019,A,6.8
GNQ,Equatorial Guinea,2019,A,6.94
NGA,Nigeria,2019,M,7.02
PRK,Democratic People's Republic of Korea,2019,M,6.97
GNB,Guinea-Bissau,2019,M,7.07
GRC,Greece,2019,A,7.12
BHS,Bahamas,2019,M,7.2
VCT,Saint Vincent and the Grenadines,2019,A,7.16
GAB,Gabon,2019,A,7.33
GHA,Ghana,2019,M,7.41
MLI,Mali,2019,M,7.42
PER,Peru,2019,A,7.45
MUS,Mauritius,2019,A,7.52
ROU,Romania,2019,F,7.51
MKD,North Macedonia,2019,M,7.66
BRA,Brazil,2019,A,7.67
LSO,Lesotho,2019,M,7.79
THA,Thailand,2019,A,7.85
STP,Sao Tome and Principe,2019,M,7.95
MNG,Mongolia,2019,A,7.93
SRB,Serbia,2019,A,7.89
ITA,Italy,2019,A,7.97
ARG,Argentina,2019,A,8.04
IND,India,2019,M,8.1
KAZ,Kazakhstan,2019,M,8.06
COL,Colombia,2019,M,8.06
GRD,Grenada,2019,A,8.06
CYP,Cyprus,2019,A,8.05
SWZ,Eswatini,2019,A,8.09
ISL,Iceland,2019,A,8.07
BWA,Botswana,2019,A,8.16
KOR,Republic of Korea,2019,A,8.19
BEN,Benin,2019,A,8.35
ALB,Albania,2019,M,8.36
ATG,Antigua and Barbuda,2019,A,8.51
HRV,Croatia,2019,A,8.54
KHM,Cambodia,2019,A,8.48
MLT,Malta,2019,A,8.52
ARM,Armenia,2019,M,8.67
KGZ,Kyrgyzstan,2019,M,8.7
GUY,Guyana,2019,M,8.71
URY,Uruguay,2019,M,8.71
UKR,Ukraine,2019,A,8.7
PRY,Paraguay,2019,M,8.85
ZAF,South Africa,2019,A,8.77
BLZ,Belize,2019,M,9.04
CHN,China,2019,M,9.09
FIN,Finland,2019,A,9.16
VNM,Viet Nam,2019,A,9.34
SWE,Sweden,2019,A,9.3
NLD,Netherlands (Kingdom of the),2019,A,9.3
NIU,Niue,2019,A,9.35
MEX,Mexico,2019,M,9.38
DNK,Denmark,2019,A,9.4
LCA,Saint Lucia,2019,A,9.47
BRB,Barbados,2019,A,9.47
USA,United States of America,2019,A,9.57
CUB,Cuba,2019,M,9.77
DMA,Dominica,2019,M,9.76
AGO,Angola,2019,M,9.82
BFA,Burkina Faso,2019,A,9.81
PHL,Philippines,2019,M,9.92
TTO,Trinidad and Tobago,2019,M,9.86
CAN,Canada,2019,A,9.9
NZL,New Zealand,2019,A,9.89
AFG,Afghanistan,2015,F,0.002
BGD,Bangladesh,2015,F,0.001
KWT,Kuwait,2015,A,0
KWT,Kuwait,2015,F,0
KWT,Kuwait,2015,M,0
LBY,Libya,2015,F,0.002
MRT,Mauritania,2015,A,0
MRT,Mauritania,2015,F,0
MRT,Mauritania,2015,M,0
SAU,Saudi Arabia,2015,A,0
SAU,Saudi Arabia,2015,F,0
SAU,Saudi Arabia,2015,M,0
SOM,Somalia,2015,A,0
SOM,Somalia,2015,F,0
SOM,Somalia,2015,M,0
AFG,Afghanistan,2015,A,0.009
BGD,Bangladesh,2015,A,0.005
BGD,Bangladesh,2015,M,0.009
IDN,Indonesia,2015,F,0.027
PAK,Pakistan,2015,F,0.026
SDN,Sudan,2015,F,0.048
YEM,Yemen,2015,F,0.009
AFG,Afghanistan,2015,M,0.015
COM,Comoros,2015,F,0.046
EGY,Egypt,2015,F,0.043
LBY,Libya,2015,A,0.011
NER,Niger,2015,F,0.047
LBY,Libya,2015,M,0.019
YEM,Yemen,2015,A,0.04
IRN,Iran (Islamic Republic of),2015,F,0.092
IRQ,Iraq,2015,F,0.059
JOR,Jordan,2015,F,0.087
SLE,Sierra Leone,2015,F,0.076
SYR,Syrian Arab Republic,2015,F,0.063
DZA,Algeria,2015,F,0.14
BTN,Bhutan,2015,F,0.1
DJI,Djibouti,2015,F,0.13
MAR,Morocco,2015,F,0.097
SEN,Senegal,2015,F,0.1
GIN,Guinea,2015,F,0.14
TON,Tonga,2015,F,0.12
IDN,Indonesia,2015,A,0.11
PAK,Pakistan,2015,A,0.096
YEM,Yemen,2015,M,0.071
BRN,Brunei Darussalam,2015,F,0.14
MYS,Malaysia,2015,F,0.18
OMN,Oman,2015,F,0.16
TLS,Timor-Leste,2015,F,0.17
SDN,Sudan,2015,A,0.19
TJK,Tajikistan,2015,F,0.25
EGY,Egypt,2015,A,0.18
NER,Niger,2015,A,0.18
COM,Comoros,2015,A,0.2
KIR,Kiribati,2015,F,0.25
IDN,Indonesia,2015,M,0.2
IRQ,Iraq,2015,A,0.23
PAK,Pakistan,2015,M,0.16
MDV,Maldives,2015,F,0.26
SLE,Sierra Leone,2015,A,0.31
SDN,Sudan,2015,M,0.33
SYR,Syrian Arab Republic,2015,A,0.29
BTN,Bhutan,2015,A,0.32
EGY,Egypt,2015,M,0.31
NER,Niger,2015,M,0.31
QAT,Qatar,2015,F,0.27
JOR,Jordan,2015,A,0.37
SEN,Senegal,2015,A,0.37
IRN,Iran (Islamic Republic of),2015,A,0.44
MAR,Morocco,2015,A,0.41
TON,Tonga,2015,A,0.36
COM,Comoros,2015,M,0.36
IRQ,Iraq,2015,M,0.41
BRN,Brunei Darussalam,2015,A,0.41
MDG,Madagascar,2015,F,0.35
SLB,Solomon Islands,2015,F,0.36
AZE,Azerbaijan,2015,F,0.4
BHR,Bahrain,2015,F,0.42
ERI,Eritrea,2015,F,0.4
LBN,Lebanon,2015,F,0.41
NPL,Nepal,2015,F,0.43
ARE,United Arab Emirates,2015,F,0.42
GIN,Guinea,2015,A,0.5
TLS,Timor-Leste,2015,A,0.47
DJI,Djibouti,2015,A,0.53
SLE,Sierra Leone,2015,M,0.54
BTN,Bhutan,2015,M,0.51
SYR,Syrian Arab Republic,2015,M,0.52
RWA,Rwanda,2015,F,0.5
TUR,TÃ¼rkiye,2015,F,0.47
TUN,Tunisia,2015,F,0.49
DZA,Algeria,2015,A,0.58
JOR,Jordan,2015,M,0.62
TON,Tonga,2015,M,0.62
VUT,Vanuatu,2015,F,0.59
MMR,Myanmar,2015,F,0.58
TUV,Tuvalu,2015,F,0.6
GTM,Guatemala,2015,F,0.64
MOZ,Mozambique,2015,F,0.59
PNG,Papua New Guinea,2015,F,0.59
TGO,Togo,2015,F,0.64
MYS,Malaysia,2015,A,0.65
SEN,Senegal,2015,M,0.67
MAR,Morocco,2015,M,0.72
KIR,Kiribati,2015,A,0.71
BRN,Brunei Darussalam,2015,M,0.66
GMB,Gambia,2015,F,0.66
FSM,Micronesia (Federated States of),2015,F,0.71
WSM,Samoa,2015,F,0.73
UZB,Uzbekistan,2015,F,0.71
TLS,Timor-Leste,2015,M,0.77
OMN,Oman,2015,A,0.81
IRN,Iran (Islamic Republic of),2015,M,0.78
ETH,Ethiopia,2015,F,0.77
CAF,Central African Republic,2015,F,0.77
SGP,Singapore,2015,F,0.81
GIN,Guinea,2015,M,0.88
DJI,Djibouti,2015,M,0.95
TJK,Tajikistan,2015,A,0.89
CIV,Cote d'Ivoire,2015,F,0.86
TKM,Turkmenistan,2015,F,0.93
DZA,Algeria,2015,M,1.01
MDG,Madagascar,2015,A,1.01
COD,Democratic Republic of the Congo,2015,F,1
KEN,Kenya,2015,F,0.98
FJI,Fiji,2015,F,1.02
LSO,Lesotho,2015,F,1.02
LKA,Sri Lanka,2015,F,1.04
NRU,Nauru,2015,F,1.05
MYS,Malaysia,2015,M,1.11
OMN,Oman,2015,M,1.11
SLB,Solomon Islands,2015,A,1.07
HND,Honduras,2015,F,1.09
KIR,Kiribati,2015,M,1.22
NPL,Nepal,2015,A,1.22
QAT,Qatar,2015,A,1.17
MWI,Malawi,2015,F,1.21
SLV,El Salvador,2015,F,1.16
ERI,Eritrea,2015,A,1.32
ISR,Israel,2015,F,1.25
MLI,Mali,2015,F,1.29
CRI,Costa Rica,2015,F,1.32
KAZ,Kazakhstan,2015,F,1.33
ZWE,Zimbabwe,2015,F,1.29
HTI,Haiti,2015,F,1.31
MDV,Maldives,2015,A,1.35
AZE,Azerbaijan,2015,A,1.44
QAT,Qatar,2015,M,1.41
RWA,Rwanda,2015,A,1.37
JAM,Jamaica,2015,F,1.36
GNB,Guinea-Bissau,2015,F,1.36
LBR,Liberia,2015,F,1.43
NGA,Nigeria,2015,F,1.43
ZMB,Zambia,2015,F,1.44
TJK,Tajikistan,2015,M,1.54
LBN,Lebanon,2015,A,1.53
TCD,Chad,2015,F,1.49
MKD,North Macedonia,2015,F,1.52
MMR,Myanmar,2015,A,1.62
